id,label
682,0
683,7
684,2
685,3
686,3
687,8
688,3
689,7
690,8
691,8
692,2
693,4
694,1
695,0
696,9
697,2
698,3
699,5
700,3
701,2
702,5
703,9
704,5
705,7
706,4
707,5
708,4
709,8
710,7
711,0
712,9
713,0
714,7
715,2
716,8
717,5
718,1
719,5
720,4
721,9
722,1
723,2
724,2
725,4
726,1
727,8
728,2
729,9
730,9
731,6
732,1
733,2
734,4
735,5
736,1
737,5
738,2
739,3
740,3
741,6
742,6
743,8
744,5
745,0
746,4
747,4
748,7
749,3
750,9
751,0
752,2
753,7
754,6
755,9
756,6
757,4
758,3
759,1
760,7
761,2
762,1
763,8
764,4
765,3
766,7
767,8
768,8
769,6
770,7
771,1
772,8
773,0
774,9
775,4
776,7
777,1
778,8
779,3
780,0
781,6
782,2
783,5
784,2
785,9
786,1
787,8
788,0
789,9
790,1
791,7
792,7
793,7
794,7
795,4
796,7
797,2
798,9
799,2
800,1
801,6
802,7
803,9
804,9
805,0
806,7
807,3
808,8
809,4
810,1
811,0
812,6
813,0
814,0
815,5
816,1
817,1
818,1
819,3
820,1
821,0
822,8
823,7
824,5
825,5
826,4
827,5
828,6
829,0
830,4
831,7
832,5
833,6
834,2
835,9
836,4
837,4
838,0
839,4
840,5
841,7
842,5
843,9
844,9
845,1
846,6
847,1
848,2
849,1
850,2
851,0
852,3
853,7
854,4
855,5
856,2
857,1
858,5
859,0
860,0
861,1
862,1
863,0
864,2
865,4
866,3
867,7
868,5
869,3
870,3
871,4
872,9
873,4
874,5
875,9
876,0
877,4
878,0
879,0
880,3
881,4
882,1
883,7
884,7
885,8
886,1
887,5
888,6
889,5
890,9
891,6
892,5
893,8
894,2
895,7
896,0
897,1
898,5
899,5
900,2
901,6
902,0
903,3
904,4
905,9
906,3
907,6
908,6
909,5
910,8
911,7
912,5
913,2
914,9
915,5
916,3
917,1
918,0
919,8
920,4
921,8
922,5
923,3
924,0
925,6
926,7
927,7
928,2
929,9
930,8
931,5
932,9
933,8
934,6
935,9
936,7
937,7
938,7
939,6
940,4
941,7
942,2
943,2
944,0
945,2
946,8
947,7
948,0
949,3
950,7
951,0
952,0
953,7
954,8
955,7
956,8
957,3
958,5
959,0
960,0
961,1
962,4
963,1
964,0
965,8
966,6
967,0
968,6
969,9
970,5
971,1
972,7
973,5
974,4
975,1
976,9
977,9
978,6
979,5
980,5
981,7
982,2
983,1
984,3
985,9
986,9
987,1
988,5
989,4
990,4
991,2
992,3
993,9
994,3
995,3
996,4
997,9
998,1
999,3
1000,6
1001,6
1002,3
1003,7
1004,6
1005,3
1006,3
1007,7
1008,6
1009,4
1010,0
1011,9
1012,1
1013,0
1014,8
1015,1
1016,7
1017,0
1018,5
1019,6
1020,7
1021,4
1022,7
1023,9
1024,3
1025,9
1026,7
1027,9
1028,1
1029,0
1030,6
1031,6
1032,5
1033,9
1034,5
1035,3
1036,7
1037,7
1038,8
1039,1
1040,2
1041,0
1042,7
1043,0
1044,3
1045,3
1046,9
1047,1
1048,4
1049,1
1050,3
1051,7
1052,7
1053,9
1054,5
1055,8
1056,3
1057,1
1058,4
1059,9
1060,7
1061,1
1062,2
1063,8
1064,6
1065,1
1066,5
1067,7
1068,6
1069,8
1070,0
1071,2
1072,1
1073,1
1074,8
1075,1
1076,1
1077,9
1078,3
1079,7
1080,8
1081,5
1082,8
1083,6
1084,9
1085,8
1086,7
1087,1
1088,1
1089,9
1090,9
1091,4
1092,5
1093,7
1094,0
1095,0
1096,6
1097,4
1098,2
1099,1
1100,5
1101,6
1102,4
1103,7
1104,7
1105,2
1106,5
1107,9
1108,6
1109,9
1110,4
1111,7
1112,1
1113,1
1114,9
1115,1
1116,7
1117,5
1118,0
1119,2
1120,7
1121,0
1122,9
1123,9
1124,0
1125,6
1126,7
1127,7
1128,0
1129,5
1130,9
1131,1
1132,3
1133,8
1134,7
1135,0
1136,9
1137,9
1138,2
1139,5
1140,9
1141,6
1142,9
1143,0
1144,5
1145,8
1146,6
1147,8
1148,4
1149,4
1150,5
1151,5
1152,5
1153,7
1154,9
1155,2
1156,1
1157,4
1158,9
1159,0
1160,9
1161,7
1162,5
1163,4
1164,6
1165,6
1166,5
1167,0
1168,8
1169,6
1170,3
1171,2
1172,7
1173,1
1174,4
1175,7
1176,8
1177,1
1178,5
1179,7
1180,2
1181,9
1182,0
1183,1
1184,8
1185,0
1186,2
1187,3
1188,0
1189,2
1190,2
1191,1
1192,7
1193,7
1194,6
1195,8
1196,7
1197,8
1198,6
1199,9
1200,2
1201,7
1202,6
1203,5
1204,8
1205,4
1206,3
1207,2
1208,2
1209,6
1210,8
1211,8
1212,6
1213,1
1214,4
1215,2
1216,5
1217,6
1218,7
1219,2
1220,7
1221,2
1222,7
1223,4
1224,1
1225,7
1226,3
1227,7
1228,0
1229,2
1230,7
1231,3
1232,4
1233,7
1234,3
1235,5
1236,6
1237,6
1238,7
1239,5
1240,1
1241,0
1242,4
1243,8
1244,6
1245,6
1246,0
1247,5
1248,8
1249,4
1250,8
1251,1
1252,3
1253,9
1254,2
1255,0
1256,0
1257,8
1258,2
1259,2
1260,2
1261,6
1262,0
1263,2
1264,2
1265,8
1266,8
1267,9
1268,8
1269,9
1270,4
1271,5
1272,9
1273,4
1274,2
1275,6
1276,2
1277,8
1278,7
1279,9
1280,0
1281,3
1282,4
1283,2
1284,3
1285,0
1286,9
1287,2
1288,5
1289,2
1290,2
1291,2
1292,3
1293,5
1294,8
1295,4
1296,8
1297,6
1298,1
1299,5
1300,4
1301,5
1302,5
1303,7
1304,4
1305,4
1306,4
1307,2
1308,5
1309,3
1310,1
1311,8
1312,8
1313,5
1314,9
1315,6
1316,2
1317,6
1318,0
1319,5
1320,9
1321,3
1322,1
1323,0
1324,8
1325,1
1326,4
1327,5
1328,9
1329,2
1330,0
1331,5
1332,2
1333,6
1334,7
1335,3
1336,0
1337,6
1338,5
1339,0
1340,6
1341,8
1342,0
1343,0
1344,2
1345,7
1346,5
1347,6
1348,8
1349,2
1350,4
1351,4
1352,2
1353,4
1354,4
1355,4
1356,4
1357,6
1358,9
1359,0
1360,0
1361,2
1362,9
1363,9
1364,2
1365,7
1366,8
1367,6
1368,5
1369,6
1370,6
1371,5
1372,0
1373,1
1374,4
1375,4
1376,4
1377,2
1378,1
1379,6
1380,3
1381,2
1382,1
1383,5
1384,7
1385,1
1386,7
1387,3
1388,4
1389,2
1390,6
1391,7
1392,3
1393,0
1394,7
1395,6
1396,1
1397,2
1398,3
1399,7
1400,7
1401,1
1402,9
1403,6
1404,7
1405,6
1406,8
1407,2
1408,5
1409,8
1410,6
1411,9
1412,9
1413,9
1414,1
1415,9
1416,5
1417,1
1418,4
1419,1
1420,2
1421,7
1422,4
1423,2
1424,4
1425,2
1426,0
1427,4
1428,8
1429,0
1430,3
1431,7
1432,8
1433,2
1434,2
1435,2
1436,2
1437,8
1438,0
1439,5
1440,7
1441,3
1442,7
1443,3
1444,6
1445,2
1446,2
1447,1
1448,9
1449,1
1450,1
1451,0
1452,8
1453,0
1454,2
1455,3
1456,1
1457,2
1458,4
1459,9
1460,5
1461,2
1462,1
1463,7
1464,0
1465,3
1466,4
1467,7
1468,7
1469,2
1470,6
1471,5
1472,6
1473,2
1474,0
1475,9
1476,5
1477,5
1478,6
1479,6
1480,2
1481,4
1482,0
1483,2
1484,3
1485,1
1486,0
1487,3
1488,8
1489,2
1490,0
1491,0
1492,0
1493,9
1494,4
1495,7
1496,6
1497,5
1498,5
1499,2
1500,7
1501,4
1502,6
1503,8
1504,2
1505,4
1506,5
1507,7
1508,2
1509,1
1510,8
1511,9
1512,8
1513,1
1514,2
1515,6
1516,6
1517,2
1518,6
1519,3
1520,8
1521,8
1522,3
1523,9
1524,7
1525,9
1526,2
1527,7
1528,1
1529,0
1530,2
1531,4
1532,0
1533,0
1534,7
1535,4
1536,7
1537,9
1538,1
1539,7
1540,9
1541,7
1542,4
1543,7
1544,4
1545,6
1546,3
1547,5
1548,8
1549,6
1550,3
1551,3
1552,9
1553,7
1554,8
1555,5
1556,9
1557,7
1558,1
1559,0
1560,1
1561,0
1562,0
1563,3
1564,8
1565,2
1566,3
1567,1
1568,3
1569,4
1570,2
1571,4
1572,9
1573,3
1574,5
1575,2
1576,1
1577,9
1578,8
1579,1
1580,5
1581,2
1582,6
1583,4
1584,5
1585,8
1586,5
1587,4
1588,9
1589,9
1590,7
1591,0
1592,9
1593,2
1594,9
1595,7
1596,7
1597,6
1598,9
1599,6
1600,8
1601,4
1602,7
1603,1
1604,2
1605,1
1606,5
1607,3
1608,1
1609,4
1610,2
1611,1
1612,5
1613,4
1614,1
1615,8
1616,4
1617,8
1618,4
1619,3
1620,0
1621,9
1622,5
1623,2
1624,1
1625,7
1626,7
1627,1
1628,6
1629,2
1630,2
1631,0
1632,8
1633,5
1634,0
1635,2
1636,0
1637,0
1638,2
1639,2
1640,6
1641,6
1642,2
1643,0
1644,6
1645,1
1646,7
1647,9
1648,6
1649,7
1650,1
1651,6
1652,6
1653,9
1654,2
1655,6
1656,6
1657,2
1658,2
1659,5
1660,0
1661,2
1662,1
1663,3
1664,4
1665,3
1666,0
1667,9
1668,2
1669,4
1670,0
1671,0
1672,4
1673,8
1674,3
1675,1
1676,7
1677,3
1678,2
1679,9
1680,0
1681,2
1682,2
1683,5
1684,3
1685,0
1686,0
1687,0
1688,0
1689,9
1690,2
1691,1
1692,9
1693,8
1694,8
1695,0
1696,9
1697,8
1698,9
1699,6
1700,8
1701,3
1702,9
1703,0
1704,0
1705,4
1706,6
1707,2
1708,7
1709,7
1710,3
1711,2
1712,1
1713,8
1714,7
1715,0
1716,7
1717,2
1718,3
1719,2
1720,1
1721,8
1722,1
1723,4
1724,9
1725,6
1726,1
1727,6
1728,5
1729,6
1730,1
1731,7
1732,3
1733,5
1734,5
1735,5
1736,7
1737,9
1738,8
1739,1
1740,7
1741,7
1742,5
1743,6
1744,5
1745,8
1746,1
1747,7
1748,4
1749,4
1750,3
1751,7
1752,8
1753,5
1754,6
1755,5
1756,9
1757,1
1758,6
1759,8
1760,6
1761,8
1762,0
1763,3
1764,9
1765,9
1766,8
1767,3
1768,4
1769,7
1770,8
1771,2
1772,0
1773,5
1774,3
1775,8
1776,6
1777,1
1778,8
1779,0
1780,4
1781,8
1782,4
1783,0
1784,4
1785,3
1786,8
1787,5
1788,7
1789,9
1790,0
1791,2
1792,5
1793,4
1794,8
1795,6
1796,9
1797,5
1798,4
1799,0
1800,1
1801,9
1802,4
1803,6
1804,7
1805,1
1806,2
1807,4
1808,9
1809,3
1810,2
1811,6
1812,3
1813,3
1814,2
1815,0
1816,7
1817,8
1818,0
1819,2
1820,8
1821,4
1822,7
1823,2
1824,6
1825,3
1826,9
1827,2
1828,4
1829,7
1830,6
1831,7
1832,7
1833,9
1834,1
1835,7
1836,4
1837,6
1838,0
1839,7
1840,3
1841,2
1842,6
1843,0
1844,3
1845,5
1846,0
1847,4
1848,4
1849,0
1850,7
1851,1
1852,8
1853,8
1854,7
1855,9
1856,5
1857,7
1858,1
1859,4
1860,6
1861,2
1862,1
1863,6
1864,8
1865,6
1866,9
1867,1
1868,8
1869,3
1870,6
1871,6
1872,0
1873,3
1874,8
1875,2
1876,2
1877,0
1878,9
1879,7
1880,3
1881,8
1882,3
1883,7
1884,2
1885,3
1886,6
1887,4
1888,6
1889,5
1890,4
1891,7
1892,4
1893,1
1894,8
1895,6
1896,0
1897,6
1898,0
1899,5
1900,0
1901,3
1902,4
1903,2
1904,8
1905,5
1906,0
1907,7
1908,2
1909,2
1910,6
1911,0
1912,8
1913,5
1914,7
1915,3
1916,3
1917,3
1918,1
1919,1
1920,7
1921,0
1922,1
1923,6
1924,3
1925,8
1926,5
1927,7
1928,4
1929,2
1930,0
1931,3
1932,4
1933,4
1934,4
1935,7
1936,8
1937,0
1938,2
1939,8
1940,5
1941,8
1942,8
1943,9
1944,2
1945,3
1946,8
1947,6
1948,0
1949,3
1950,2
1951,9
1952,3
1953,7
1954,3
1955,0
1956,2
1957,4
1958,2
1959,5
1960,7
1961,2
1962,2
1963,8
1964,7
1965,0
1966,9
1967,4
1968,0
1969,2
1970,8
1971,5
1972,8
1973,0
1974,4
1975,4
1976,0
1977,7
1978,9
1979,9
1980,7
1981,2
1982,5
1983,1
1984,3
1985,3
1986,5
1987,0
1988,1
1989,2
1990,6
1991,5
1992,3
1993,0
1994,0
1995,9
1996,3
1997,7
1998,1
1999,1
2000,4
2001,9
2002,8
2003,7
2004,0
2005,5
2006,8
2007,1
2008,3
2009,1
2010,0
2011,5
2012,6
2013,1
2014,7
2015,2
2016,0
2017,2
2018,9
2019,4
2020,1
2021,6
2022,3
2023,9
2024,9
2025,4
2026,2
2027,4
2028,4
2029,7
2030,9
2031,7
2032,7
2033,6
2034,0
2035,9
2036,9
2037,7
2038,6
2039,6
2040,5
2041,8
2042,4
2043,1
2044,1
2045,0
2046,9
2047,3
2048,0
2049,1
2050,2
2051,1
2052,5
2053,2
2054,3
2055,3
2056,7
2057,1
2058,0
2059,8
2060,5
2061,5
2062,2
2063,2
2064,2
2065,7
2066,4
2067,4
2068,4
2069,7
2070,1
2071,7
2072,8
2073,2
2074,2
2075,7
2076,9
2077,2
2078,8
2079,6
2080,1
2081,8
2082,1
2083,4
2084,5
2085,7
2086,6
2087,7
2088,7
2089,1
2090,8
2091,8
2092,6
2093,4
2094,6
2095,5
2096,3
2097,4
2098,2
2099,3
2100,8
2101,3
2102,5
2103,4
2104,6
2105,0
2106,5
2107,5
2108,8
2109,5
2110,2
2111,3
2112,6
2113,6
2114,7
2115,0
2116,5
2117,2
2118,1
2119,3
2120,6
2121,0
2122,1
2123,0
2124,0
2125,2
2126,5
2127,2
2128,8
2129,8
2130,7
2131,8
2132,1
2133,5
2134,0
2135,5
2136,7
2137,2
2138,8
2139,4
2140,2
2141,5
2142,2
2143,7
2144,7
2145,0
2146,4
2147,2
2148,6
2149,0
2150,3
2151,9
2152,5
2153,8
2154,3
2155,9
2156,3
2157,5
2158,2
2159,3
2160,2
2161,6
2162,4
2163,2
2164,0
2165,5
2166,7
2167,7
2168,7
2169,6
2170,4
2171,4
2172,1
2173,0
2174,6
2175,4
2176,7
2177,6
2178,5
2179,1
2180,1
2181,2
2182,4
2183,1
2184,7
2185,1
2186,5
2187,5
2188,4
2189,5
2190,3
2191,3
2192,7
2193,9
2194,2
2195,9
2196,9
2197,5
2198,6
2199,3
2200,9
2201,8
2202,1
2203,9
2204,6
2205,5
2206,7
2207,2
2208,4
2209,3
2210,4
2211,5
2212,2
2213,4
2214,3
2215,6
2216,7
2217,9
2218,7
2219,4
2220,7
2221,1
2222,0
2223,8
2224,4
2225,3
2226,8
2227,8
2228,9
2229,7
2230,5
2231,2
2232,6
2233,8
2234,9
2235,0
2236,8
2237,5
2238,4
2239,4
2240,9
2241,7
2242,6
2243,4
2244,7
2245,1
2246,9
2247,4
2248,1
2249,7
2250,9
2251,5
2252,1
2253,1
2254,2
2255,2
2256,1
2257,6
2258,6
2259,4
2260,2
2261,7
2262,9
2263,9
2264,2
2265,5
2266,2
2267,1
2268,1
2269,7
2270,4
2271,1
2272,2
2273,4
2274,5
2275,7
2276,9
2277,4
2278,7
2279,9
2280,1
2281,7
2282,7
2283,1
2284,7
2285,5
2286,7
2287,0
2288,1
2289,7
2290,0
2291,6
2292,4
2293,3
2294,1
2295,7
2296,8
2297,4
2298,0
2299,5
2300,2
2301,4
2302,6
2303,7
2304,1
2305,6
2306,2
2307,6
2308,6
2309,6
2310,8
2311,0
2312,2
2313,2
2314,1
2315,6
2316,1
2317,3
2318,1
2319,2
2320,6
2321,7
2322,3
2323,8
2324,4
2325,1
2326,8
2327,9
2328,7
2329,9
2330,3
2331,4
2332,2
2333,3
2334,9
2335,2
2336,7
2337,4
2338,8
2339,0
2340,7
2341,2
2342,6
2343,2
2344,5
2345,1
2346,2
2347,0
2348,9
2349,8
2350,7
2351,3
2352,5
2353,7
2354,6
2355,2
2356,0
2357,7
2358,3
2359,1
2360,0
2361,9
2362,0
2363,0
2364,9
2365,2
2366,0
2367,3
2368,3
2369,7
2370,7
2371,1
2372,6
2373,1
2374,6
2375,8
2376,1
2377,1
2378,7
2379,3
2380,2
2381,9
2382,3
2383,6
2384,5
2385,6
2386,8
2387,6
2388,9
2389,5
2390,3
2391,5
2392,9
2393,7
2394,8
2395,4
2396,6
2397,7
2398,6
2399,4
2400,6
2401,9
2402,7
2403,2
2404,6
2405,3
2406,2
2407,4
2408,1
2409,5
2410,2
2411,6
2412,1
2413,7
2414,4
2415,9
2416,3
2417,5
2418,1
2419,4
2420,0
2421,3
2422,2
2423,3
2424,2
2425,0
2426,6
2427,4
2428,2
2429,0
2430,2
2431,7
2432,0
2433,5
2434,7
2435,3
2436,1
2437,7
2438,6
2439,6
2440,3
2441,8
2442,9
2443,4
2444,4
2445,2
2446,1
2447,6
2448,5
2449,7
2450,6
2451,1
2452,8
2453,7
2454,6
2455,4
2456,3
2457,6
2458,2
2459,2
2460,4
2461,4
2462,4
2463,6
2464,9
2465,7
2466,5
2467,0
2468,4
2469,5
2470,1
2471,2
2472,9
2473,0
2474,0
2475,7
2476,5
2477,2
2478,5
2479,1
2480,4
2481,7
2482,7
2483,6
2484,1
2485,7
2486,7
2487,9
2488,7
2489,9
2490,2
2491,1
2492,9
2493,1
2494,6
2495,1
2496,2
2497,7
2498,4
2499,0
2500,2
2501,8
2502,9
2503,2
2504,7
2505,1
2506,7
2507,1
2508,8
2509,3
2510,2
2511,0
2512,5
2513,4
2514,9
2515,0
2516,9
2517,1
2518,3
2519,2
2520,9
2521,1
2522,4
2523,2
2524,9
2525,0
2526,1
2527,9
2528,4
2529,6
2530,7
2531,1
2532,7
2533,9
2534,6
2535,2
2536,1
2537,6
2538,5
2539,7
2540,1
2541,3
2542,2
2543,7
2544,7
2545,8
2546,6
2547,6
2548,2
2549,8
2550,4
2551,9
2552,4
2553,5
2554,9
2555,7
2556,0
2557,4
2558,4
2559,0
2560,2
2561,5
2562,9
2563,0
2564,7
2565,7
2566,6
2567,0
2568,2
2569,7
2570,9
2571,3
2572,6
2573,0
2574,8
2575,1
2576,8
2577,8
2578,3
2579,4
2580,2
2581,5
2582,3
2583,0
2584,7
2585,5
2586,8
2587,0
2588,3
2589,8
2590,7
2591,9
2592,4
2593,9
2594,8
2595,3
2596,4
2597,6
2598,9
2599,2
2600,8
2601,6
2602,4
2603,1
2604,2
2605,3
2606,7
2607,8
2608,6
2609,7
2610,2
2611,4
2612,5
2613,9
2614,3
2615,9
2616,7
2617,6
2618,4
2619,4
2620,9
2621,6
2622,8
2623,4
2624,1
2625,2
2626,8
2627,4
2628,7
2629,2
2630,2
2631,4
2632,3
2633,9
2634,4
2635,0
2636,4
2637,9
2638,5
2639,0
2640,1
2641,7
2642,2
2643,9
2644,1
2645,1
2646,1
2647,6
2648,7
2649,7
2650,8
2651,4
2652,9
2653,7
2654,8
2655,6
2656,1
2657,9
2658,6
2659,1
2660,3
2661,4
2662,8
2663,2
2664,2
2665,4
2666,8
2667,0
2668,6
2669,7
2670,9
2671,8
2672,3
2673,1
2674,8
2675,2
2676,9
2677,1
2678,2
2679,1
2680,9
2681,2
2682,9
2683,6
2684,5
2685,3
2686,0
2687,0
2688,4
2689,4
2690,9
2691,0
2692,9
2693,9
2694,1
2695,6
2696,7
2697,3
2698,6
2699,3
2700,4
2701,8
2702,5
2703,0
2704,6
2705,7
2706,7
2707,1
2708,0
2709,4
2710,5
2711,9
2712,8
2713,0
2714,5
2715,4
2716,9
2717,4
2718,8
2719,7
2720,7
2721,2
2722,3
2723,1
2724,4
2725,5
2726,7
2727,9
2728,3
2729,3
2730,3
2731,2
2732,6
2733,0
2734,4
2735,3
2736,9
2737,4
2738,3
2739,9
2740,6
2741,6
2742,2
2743,1
2744,0
2745,5
2746,6
2747,7
2748,5
2749,7
2750,7
2751,0
2752,7
2753,6
2754,6
2755,8
2756,1
2757,9
2758,6
2759,3
2760,0
2761,7
2762,8
2763,9
2764,2
2765,1
2766,5
2767,0
2768,2
2769,2
2770,1
2771,3
2772,2
2773,8
2774,4
2775,0
2776,3
2777,5
2778,6
2779,9
2780,3
2781,0
2782,2
2783,5
2784,9
2785,3
2786,7
2787,7
2788,0
2789,7
2790,9
2791,3
2792,4
2793,0
2794,6
2795,7
2796,0
2797,4
2798,4
2799,6
2800,1
2801,9
2802,5
2803,9
2804,9
2805,9
2806,2
2807,2
2808,1
2809,8
2810,4
2811,6
2812,3
2813,0
2814,4
2815,7
2816,0
2817,6
2818,1
2819,5
2820,4
2821,6
2822,5
2823,8
2824,7
2825,8
2826,6
2827,7
2828,0
2829,5
2830,2
2831,6
2832,1
2833,4
2834,3
2835,8
2836,5
2837,0
2838,4
2839,7
2840,9
2841,9
2842,7
2843,7
2844,8
2845,2
2846,2
2847,1
2848,8
2849,2
2850,3
2851,3
2852,5
2853,3
2854,9
2855,0
2856,1
2857,9
2858,5
2859,2
2860,9
2861,7
2862,4
2863,7
2864,3
2865,4
2866,4
2867,4
2868,6
2869,9
2870,2
2871,5
2872,0
2873,9
2874,1
2875,9
2876,7
2877,7
2878,2
2879,8
2880,0
2881,0
2882,8
2883,7
2884,8
2885,8
2886,3
2887,6
2888,2
2889,6
2890,6
2891,0
2892,7
2893,7
2894,1
2895,4
2896,6
2897,8
2898,0
2899,8
2900,9
2901,3
2902,0
2903,3
2904,1
2905,1
2906,6
2907,1
2908,5
2909,2
2910,3
2911,7
2912,7
2913,5
2914,7
2915,4
2916,0
2917,1
2918,4
2919,4
2920,2
2921,9
2922,1
2923,3
2924,8
2925,6
2926,0
2927,7
2928,0
2929,0
2930,3
2931,5
2932,3
2933,9
2934,4
2935,6
2936,3
2937,8
2938,6
2939,1
2940,2
2941,9
2942,2
2943,1
2944,9
2945,5
2946,8
2947,2
2948,5
2949,0
2950,2
2951,2
2952,3
2953,6
2954,7
2955,3
2956,2
2957,0
2958,2
2959,8
2960,5
2961,0
2962,0
2963,9
2964,6
2965,6
2966,0
2967,6
2968,1
2969,7
2970,5
2971,8
2972,1
2973,1
2974,3
2975,2
2976,0
2977,3
2978,1
2979,5
2980,2
2981,0
2982,8
2983,0
2984,0
2985,6
2986,2
2987,7
2988,8
2989,5
2990,3
2991,0
2992,2
2993,4
2994,4
2995,6
2996,9
2997,1
